username,country,country_code,question_no,uid,year,answer,value_na,value
ARM22B68um,Armenia,ARM,1,q2c1_apjuac,2022,"Excl. qualified majority of parliament [1]",1,1
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2000,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2001,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2002,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2003,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2004,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2005,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2006,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2007,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2008,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2009,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2010,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2011,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2012,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2013,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2014,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2015,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2016,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2017,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2018,"No [0]",0,0
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2019,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2020,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2021,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,2,q2c1_apdeadlock,2022,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2000,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2001,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2002,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2003,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2004,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2005,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2006,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2007,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2008,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2009,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2010,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2011,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2012,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2013,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2014,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2015,"Representatives of executive and/or legislature [0]",0,0
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2016,"The court itself [1]",1,1
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2017,"The court itself [1]",1,1
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2018,"The court itself [1]",1,1
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2019,"The court itself [1]",1,1
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2020,"The court itself [1]",1,1
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2021,"The court itself [1]",1,1
ARM22B68um,Armenia,ARM,3,q2c1_appresid,2022,"The court itself [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2000,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2001,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2002,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2003,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2004,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2005,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2006,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2007,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2008,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2009,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2010,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2011,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2012,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2013,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2014,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2015,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2016,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2017,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2018,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2019,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2020,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2021,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,4,q2c1_oath,2022,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2000,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2001,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2002,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2003,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2004,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2005,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2006,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2007,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2008,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2009,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2010,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2011,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2012,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2013,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2014,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2015,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2016,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2017,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2018,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2019,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2020,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2021,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,5,q2c1_apsametime,2022,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2000,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2001,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2002,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2003,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2004,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2005,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2006,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2007,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2008,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2009,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2010,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2011,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2012,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2013,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2014,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2015,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2016,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2017,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2018,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2019,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2020,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2021,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,6,q2c1_critaclaw,2022,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2000,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2001,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2002,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2003,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2004,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2005,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2006,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2007,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2008,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2009,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2010,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2011,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2012,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2013,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2014,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2015,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2016,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2017,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2018,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2019,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2020,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2021,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,7,q2c1_critacints,2022,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2000,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2001,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2002,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2003,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2004,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2005,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2006,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2007,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2008,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2009,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2010,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2011,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2012,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2013,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2014,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2015,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2016,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2017,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2018,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2019,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2020,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2021,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,8,q2c1_transplaw,2022,"Meeting 2 criteria [0.67]",0.67,0.67
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2000,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2001,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2002,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2003,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2004,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2005,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2006,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2007,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2008,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2009,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2010,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2011,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2012,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2013,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2014,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2015,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2016,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2017,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2018,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2019,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2020,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2021,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,9,q2c2_termacju,2022,"Unlimited [0]",0,0
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2000,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2001,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2002,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2003,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2004,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2005,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2006,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2007,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2008,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2009,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2010,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2011,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2012,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2013,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2014,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2015,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2016,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2017,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2018,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2019,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2020,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2021,N/A,N/A
ARM22B68um,Armenia,ARM,10,q2c2_termreelect,2022,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2000,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2001,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2002,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2003,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2004,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2005,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2006,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2007,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2008,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2009,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2010,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2011,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2012,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2013,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2014,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2015,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2016,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2017,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2018,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2019,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2020,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2021,N/A,N/A
ARM22B68um,Armenia,ARM,11,q2c2_retireage,2022,N/A,N/A
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2000,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2001,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2002,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2003,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2004,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2005,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2006,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2007,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2008,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2009,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2010,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2011,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2012,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2013,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2014,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2015,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2016,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2017,"Yes [0]",0,0
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2018,"No [1]",1,1
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2019,"No [1]",1,1
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2020,"No [1]",1,1
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2021,"No [1]",1,1
ARM22B68um,Armenia,ARM,12,q2c2_juabsimmun,2022,"No [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2000,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2001,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2002,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2003,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2004,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2005,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2006,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2007,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2008,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2009,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2010,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2011,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2012,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2013,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2014,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2015,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2016,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2017,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2018,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2019,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2020,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2021,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,13,q2c2_jufuncimmun,2022,"Yes [1]",1,1
ARM22B68um,Armenia,ARM,14,q2c2_juremove,2000,"Yes [1]",1,1
