username,country,country_code,year,country_year,index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure
ALB33wGG5n,Albania,ALA,2010,Albania_2010,0.58,0.55,0.33,0.33,1.0,0.61,1.0,0.75,0.08,0.5,0.5,0.5,0.5,0.76,0.62,0.67,1.0,0.5,0.5,0.0,1.0
ALB33wGG5n,Albania,ALA,2011,Albania_2011,0.58,0.55,0.33,0.33,1.0,0.61,1.0,0.75,0.08,0.5,0.5,0.5,0.5,0.76,0.62,0.67,1.0,0.5,0.5,0.0,1.0
ALB33wGG5n,Albania,ALA,2012,Albania_2012,0.58,0.55,0.33,0.33,1.0,0.61,1.0,0.75,0.08,0.5,0.5,0.5,0.5,0.76,0.62,0.67,1.0,0.5,0.5,0.0,1.0
ALB33wGG5n,Albania,ALA,2013,Albania_2013,0.58,0.55,0.33,0.33,1.0,0.61,1.0,0.75,0.08,0.5,0.5,0.5,0.5,0.76,0.62,0.67,1.0,0.5,0.5,0.0,1.0
ALB33wGG5n,Albania,ALA,2014,Albania_2014,0.58,0.55,0.33,0.33,1.0,0.61,1.0,0.75,0.08,0.5,0.5,0.5,0.5,0.76,0.62,0.67,1.0,0.5,0.5,0.0,1.0
ALB33wGG5n,Albania,ALA,2015,Albania_2015,0.58,0.55,0.33,0.33,1.0,0.61,1.0,0.75,0.08,0.5,0.5,0.5,0.5,0.76,0.62,0.67,1.0,0.5,0.5,0.0,1.0
ALB33wGG5n,Albania,ALA,2016,Albania_2016,0.92,0.94,0.83,1.0,1.0,0.81,1.0,0.75,0.67,0.87,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALB33wGG5n,Albania,ALA,2017,Albania_2017,0.94,0.94,0.83,1.0,1.0,0.89,1.0,1.0,0.67,0.87,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALB33wGG5n,Albania,ALA,2018,Albania_2018,0.94,0.94,0.83,1.0,1.0,0.89,1.0,1.0,0.67,0.87,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALB33wGG5n,Albania,ALA,2019,Albania_2019,0.94,0.94,0.83,1.0,1.0,0.89,1.0,1.0,0.67,0.87,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALB33wGG5n,Albania,ALA,2020,Albania_2020,0.96,0.94,0.83,1.0,1.0,0.97,1.0,1.0,0.92,0.87,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALB33wGG5n,Albania,ALA,2021,Albania_2021,0.96,0.94,0.83,1.0,1.0,0.97,1.0,1.0,0.92,0.87,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALB33wGG5n,Albania,ALA,2022,Albania_2022,0.94,0.94,0.83,1.0,1.0,0.97,1.0,1.0,0.92,0.87,0.62,1.0,1.0,0.92,1.0,0.75,1.0,1.0,1.0,1.0,1.0
ARM22B68um,Armenia,ARM,2000,Armenia_2000,0.55,0.0,0.0,0.0,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2001,Armenia_2001,0.55,0.0,0.0,0.0,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2002,Armenia_2002,0.55,0.0,0.0,0.0,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2003,Armenia_2003,0.55,0.0,0.0,0.0,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2004,Armenia_2004,0.55,0.0,0.0,0.0,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2005,Armenia_2005,0.55,0.0,0.0,0.0,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2006,Armenia_2006,0.62,0.33,0.5,0.5,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2007,Armenia_2007,0.62,0.33,0.5,0.5,0.0,0.69,1.0,1.0,0.08,0.83,0.75,0.75,1.0,0.49,0.38,0.42,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2008,Armenia_2008,0.67,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.62,0.62,0.58,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2009,Armenia_2009,0.67,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.62,0.62,0.58,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2010,Armenia_2010,0.67,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.62,0.62,0.58,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2011,Armenia_2011,0.67,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.62,0.62,0.58,0.67,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2012,Armenia_2012,0.69,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2013,Armenia_2013,0.69,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2014,Armenia_2014,0.69,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2015,Armenia_2015,0.69,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2016,Armenia_2016,0.76,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2017,Armenia_2017,0.76,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2018,Armenia_2018,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2019,Armenia_2019,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2020,Armenia_2020,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2021,Armenia_2021,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
ARM22B68um,Armenia,ARM,2022,Armenia_2022,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
AUT22Tf4aN,Austria,AUT,2000,Austria_2000,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2001,Austria_2001,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2002,Austria_2002,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2003,Austria_2003,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2004,Austria_2004,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2005,Austria_2005,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2006,Austria_2006,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2007,Austria_2007,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2008,Austria_2008,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2009,Austria_2009,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2010,Austria_2010,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2011,Austria_2011,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2012,Austria_2012,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2013,Austria_2013,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2014,Austria_2014,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2015,Austria_2015,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2016,Austria_2016,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2017,Austria_2017,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2018,Austria_2018,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2019,Austria_2019,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2020,Austria_2020,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2021,Austria_2021,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AUT22Tf4aN,Austria,AUT,2022,Austria_2022,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
AZE22L84xY,Azerbaijan,AZE,2000,Azerbaijan_2000,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
AZE22L84xY,Azerbaijan,AZE,2001,Azerbaijan_2001,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
AZE22L84xY,Azerbaijan,AZE,2002,Azerbaijan_2002,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
AZE22L84xY,Azerbaijan,AZE,2003,Azerbaijan_2003,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
AZE22L84xY,Azerbaijan,AZE,2004,Azerbaijan_2004,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
AZE22L84xY,Azerbaijan,AZE,2005,Azerbaijan_2005,0.36,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.42,0.25,0.5,0.5,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2006,Azerbaijan_2006,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2007,Azerbaijan_2007,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2008,Azerbaijan_2008,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2009,Azerbaijan_2009,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2010,Azerbaijan_2010,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2011,Azerbaijan_2011,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2012,Azerbaijan_2012,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2013,Azerbaijan_2013,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2014,Azerbaijan_2014,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2015,Azerbaijan_2015,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2016,Azerbaijan_2016,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2017,Azerbaijan_2017,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2018,Azerbaijan_2018,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2019,Azerbaijan_2019,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2020,Azerbaijan_2020,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2021,Azerbaijan_2021,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
AZE22L84xY,Azerbaijan,AZE,2022,Azerbaijan_2022,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
BEL33dFx9S,Belgium,BLG,2000,Belgium_2000,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2001,Belgium_2001,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2002,Belgium_2002,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2003,Belgium_2003,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2004,Belgium_2004,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2005,Belgium_2005,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2006,Belgium_2006,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2007,Belgium_2007,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2008,Belgium_2008,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2009,Belgium_2009,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2010,Belgium_2010,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2011,Belgium_2011,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2012,Belgium_2012,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2013,Belgium_2013,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2014,Belgium_2014,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2015,Belgium_2015,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2016,Belgium_2016,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2017,Belgium_2017,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2018,Belgium_2018,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2019,Belgium_2019,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2020,Belgium_2020,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2021,Belgium_2021,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
BEL33dFx9S,Belgium,BLG,2022,Belgium_2022,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
